id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
3464,KCOU,medium_airport,Columbia Regional Airport,38.8181,-92.219597,889.0,,US,US-MO,Columbia,yes,KCOU,COU,COU,,https://en.wikipedia.org/wiki/Columbia_Regional_Airport,
19539,KCPM,small_airport,Compton Woodley Airport,33.8899993896,-118.244003296,97.0,,US,US-CA,Compton,no,KCPM,CPM,CPM,,https://en.wikipedia.org/wiki/Compton/Woodley_Airport,
3465,KCPR,medium_airport,Casper-Natrona County International Airport,42.908001,-106.463997,5350.0,,US,US-WY,Casper,yes,KCPR,CPR,CPR,,https://en.wikipedia.org/wiki/Natrona_County_International_Airport,
19540,KCPS,small_airport,St Louis Downtown Airport,38.570701599100005,-90.1561965942,413.0,,US,US-IL,Cahokia/St Louis,no,KCPS,CPS,CPS,,https://en.wikipedia.org/wiki/St._Louis_Downtown_Airport,
19546,KCQW,small_airport,Cheraw Municipal Airport/Lynch Bellinger Field,34.712898,-79.957001,239.0,,US,US-SC,Cheraw,no,KCQW,HCW,CQW,,https://en.wikipedia.org/wiki/Cheraw_Municipal_Airport,47J
19548,KCR,small_airport,Colorado Creek Airport,63.5676994324,-155.988998413,860.0,,US,US-AK,Colorado Creek,no,KCR,KCR,KCR,,,
19549,KCRE,medium_airport,Grand Strand Airport,33.8116989136,-78.72389984130001,32.0,,US,US-SC,North Myrtle Beach,no,KCRE,CRE,CRE,,https://en.wikipedia.org/wiki/Grand_Strand_Airport,
19550,KCRG,medium_airport,Jacksonville Executive at Craig Airport,30.3362998962,-81.51439666750001,41.0,,US,US-FL,Jacksonville,no,KCRG,CRG,CRG,http://www.flyjacksonville.com/content.aspx?id=86,https://en.wikipedia.org/wiki/Jacksonville_Executive_at_Craig_Airport,Craig Municipal Airport
19551,KCRO,small_airport,Corcoran Airport,36.102502,-119.595001,197.0,,US,US-CA,Corcoran,no,,CRO,43CN,,https://en.wikipedia.org/wiki/Corcoran_Airport,KRCO
3466,KCRP,medium_airport,Corpus Christi International Airport,27.770399,-97.501198,44.0,,US,US-TX,Corpus Christi,yes,KCRP,CRP,CRP,,https://en.wikipedia.org/wiki/Corpus_Christi_International_Airport,
19552,KCRQ,medium_airport,McClellan-Palomar Airport,33.1283,-117.279999,331.0,,US,US-CA,Carlsbad,yes,KCRQ,CLD,CRQ,,https://en.wikipedia.org/wiki/McClellan-Palomar_Airport,
19553,KCRS,small_airport,C David Campbell Field Corsicana Municipal Airport,32.0280990601,-96.4005966187,449.0,,US,US-TX,Corsicana,no,KCRS,CRS,CRS,http://www.cityofcorsicana.com/Index.aspx?NID=577,https://en.wikipedia.org/wiki/C._David_Campbell_Field,
19554,KCRT,small_airport,Z M Jack Stell Field,33.1782989502,-91.8802032471,184.0,,US,US-AR,Crossett,no,KCRT,CRT,CRT,,https://en.wikipedia.org/wiki/Z._M._Jack_Stell_Field,
3467,KCRW,medium_airport,Yeager Airport,38.3731,-81.593201,981.0,,US,US-WV,Charleston,yes,KCRW,CRW,CRW,,https://en.wikipedia.org/wiki/Yeager_Airport,
19555,KCRX,small_airport,Roscoe Turner Airport,34.9150009155,-88.6035003662,425.0,,US,US-MS,Corinth,no,KCRX,CRX,CRX,http://www.corinth-alcornairport.com,https://en.wikipedia.org/wiki/Roscoe_Turner_Airport,
3468,KCSG,medium_airport,Columbus Metropolitan Airport,32.516300201416016,-84.93890380859375,397.0,,US,US-GA,Columbus,yes,KCSG,CSG,CSG,,https://en.wikipedia.org/wiki/Columbus_Metropolitan_Airport,
19558,KCSM,small_airport,Clinton Sherman Airport,35.3398017883,-99.2005004883,1922.0,,US,US-OK,Clinton,no,KCSM,CSM,CSM,,https://en.wikipedia.org/wiki/Clinton-Sherman_Industrial_Airpark,
19559,KCSQ,small_airport,Creston Municipal Airport,41.0214004517,-94.3632965088,1300.0,,US,US-IA,Creston,no,KCSQ,CSQ,CSQ,http://www.crestoniowa.gov/crestonmunicipalairport.htm,https://en.wikipedia.org/wiki/Creston_Municipal_Airport,
3469,KCSV,medium_airport,Crossville Memorial Airport Whitson Field,35.95131,-85.08499,1881.0,,US,US-TN,Crossville,no,KCSV,CSV,CSV,http://www.crossvilletn.gov/index.php/departments/airport,,
3470,KCTB,medium_airport,Cut Bank International Airport,48.608657,-112.378183,3854.0,,US,US-MT,Cut Bank,no,KCTB,CTB,CTB,http://www.cutbankairport.org/,https://en.wikipedia.org/wiki/Cut_Bank_Municipal_Airport,
19562,KCTY,small_airport,Cross City Airport,29.6354999542,-83.10479736330001,42.0,,US,US-FL,Cross City,no,KCTY,CTY,CTY,,https://en.wikipedia.org/wiki/Cross_City_Airport,
19563,KCTZ,small_airport,Sampson County Airport,34.9756011963,-78.3646011353,148.0,,US,US-NC,Clinton,no,KCTZ,CTZ,CTZ,,https://en.wikipedia.org/wiki/Sampson_County_Airport,
19564,KCUB,medium_airport,Jim Hamilton L.B. Owens Airport,33.970500946,-80.9952011108,193.0,,US,US-SC,Columbia,no,KCUB,CUB,CUB,http://www.columbiasouthcarolina.com/owens.html,https://en.wikipedia.org/wiki/Jim_Hamilton_%E2%80%93_L.B._Owens_Airport,
19565,KCUH,small_airport,Cushing Municipal Airport,35.950496,-96.772371,916.0,,US,US-OK,Cushing,no,KCUH,CUH,CUH,,https://en.wikipedia.org/wiki/Cushing_Municipal_Airport,Air Evac 36 Heliport
3471,KCVG,large_airport,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,896.0,,US,US-KY,Cincinnati / Covington,yes,KCVG,CVG,CVG,https://www.cvgairport.com/,https://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport,
19568,KCVK,small_airport,Sharp County Regional Airport,36.26490021,-91.56259918,716.0,,US,US-AR,Ash Flat,no,KCVK,CKK,CVK,http://www.cherokeevillage.org/airport.htm,https://en.wikipedia.org/wiki/Sharp_County_Regional_Airport,Cherokee Village
19569,KCVN,medium_airport,Clovis Municipal Airport,34.426594,-103.078794,4216.0,,US,US-NM,Clovis,yes,KCVN,CVN,CVN,,https://en.wikipedia.org/wiki/Clovis_Municipal_Airport,
3472,KCVO,medium_airport,Corvallis Municipal Airport,44.49720001,-123.2900009,250.0,,US,US-OR,Corvallis,no,KCVO,CVO,CVO,http://www.corvallisoregon.gov/index.aspx?page=160,https://en.wikipedia.org/wiki/Corvallis_Municipal_Airport,Albany Oregon
3473,KCVS,medium_airport,Cannon Air Force Base,34.382801,-103.321999,4295.0,,US,US-NM,Clovis,no,KCVS,CVS,CVS,http://www.cannon.af.mil/,https://en.wikipedia.org/wiki/Cannon_Air_Force_Base,
19571,KCWA,medium_airport,Central Wisconsin Airport,44.777448,-89.670238,1277.0,,US,US-WI,Mosinee,yes,KCWA,CWA,CWA,,https://en.wikipedia.org/wiki/Central_Wisconsin_Airport,
21154,KCWC,small_airport,Kickapoo Downtown Airport,33.85779953,-98.49040222,1003.0,,US,US-TX,Wichita Falls,no,KCWC,KIP,CWC,http://www.wichitafallstx.gov/index.aspx?nid=704,https://en.wikipedia.org/wiki/Kickapoo_Downtown_Airport,"KT47, T47, JKP"
19572,KCWF,small_airport,Chennault International Airport,30.2106,-93.143204,17.0,,US,US-LA,Lake Charles,no,KCWF,CWF,CWF,http://www.chennault.org/,https://en.wikipedia.org/wiki/Chennault_International_Airport,Chennault Industrial Airpark
19573,KCWI,small_airport,Clinton Municipal Airport,41.8311004639,-90.3291015625,708.0,,US,US-IA,Clinton,no,KCWI,CWI,CWI,,https://en.wikipedia.org/wiki/Clinton_Municipal_Airport_(Iowa),
3474,KCXL,small_airport,Calexico International Airport,32.6694984436,-115.513000488,4.0,,US,US-CA,Calexico,no,KCXL,CXL,CXL,http://calexico.ca.gov/index.php?option=com_content&task=blogcategory&id=77&Itemid=90,https://en.wikipedia.org/wiki/Calexico_International_Airport,
3475,KCXO,medium_airport,Conroe-North Houston Regional Airport,30.351801,-95.414497,245.0,,US,US-TX,Houston,no,KCXO,CXO,CXO,https://web.archive.org/web/20160301220928/http://www.lonestarairport.org:80/,https://en.wikipedia.org/wiki/Lone_Star_Executive_Airport,"Montgomery County Airport, Lone Star Executive Airport"
19577,KCXP,small_airport,Carson Airport,39.1922,-119.734001,4697.0,,US,US-NV,Carson City,no,KCXP,CSN,CXP,http://flycarsoncity.com/,https://en.wikipedia.org/wiki/Carson_Airport,"O04, Carson City Airport"
19579,KCXY,small_airport,Capital City Airport,40.2170982361,-76.85150146480001,347.0,,US,US-PA,Harrisburg,no,KCXY,HAR,CXY,http://www.flycxy.com/,https://en.wikipedia.org/wiki/Capital_City_Airport_(Pennsylvania),"Harrisburg Skyport, Harrisburg-Capital Landing Field, Harrisburg-York State Airport"
3476,KCYS,medium_airport,Cheyenne Regional Jerry Olson Field,41.155701,-104.811997,6159.0,,US,US-WY,Cheyenne,yes,KCYS,CYS,CYS,,https://en.wikipedia.org/wiki/Cheyenne_Regional_Airport,
19585,KCZT,small_airport,Dimmit County Airport,28.5221996307,-99.823600769,599.0,,US,US-TX,Carrizo Springs,no,KCZT,CZT,CZT,,,
19606,KD60,small_airport,Tioga Municipal Airport,48.38050079,-102.8980026,2271.0,,US,US-ND,Tioga,no,D60,VEX,D60,http://www.tiogand.net/index.asp?SEC=D996B72D-EE0E-4AA1-929E-1F5F0C5C46CE&Type=B_BASIC,,
3477,KDAA,medium_airport,Davison Army Air Field,38.715000152600005,-77.1809997559,73.0,,US,US-VA,Fort Belvoir,no,KDAA,DAA,DAA,,https://en.wikipedia.org/wiki/Davison_Army_Airfield,
3478,KDAB,medium_airport,Daytona Beach International Airport,29.179899,-81.058098,34.0,,US,US-FL,Daytona Beach,yes,KDAB,DAB,DAB,,https://en.wikipedia.org/wiki/Daytona_Beach_International_Airport,
19615,KDAG,medium_airport,Barstow Daggett Airport,34.85369873,-116.7870026,1930.0,,US,US-CA,Daggett,no,KDAG,DAG,DAG,,https://en.wikipedia.org/wiki/Barstow-Daggett_Airport,
3479,KDAL,medium_airport,Dallas Love Field,32.847099,-96.851799,487.0,,US,US-TX,Dallas,yes,KDAL,DAL,DAL,http://www.dallas-lovefield.com/,https://en.wikipedia.org/wiki/Dallas_Love_Field,QDF
3480,KDAN,medium_airport,Danville Regional Airport,36.572899,-79.336098,571.0,,US,US-VA,Danville,no,KDAN,DAN,DAN,https://www.danville-va.gov/507/Danville-Regional-Airport,https://en.wikipedia.org/wiki/Danville_Regional_Airport,
3481,KDAY,medium_airport,James M Cox Dayton International Airport,39.902401,-84.219398,1009.0,,US,US-OH,Dayton,yes,KDAY,DAY,DAY,,https://en.wikipedia.org/wiki/Dayton_International_Airport,
19617,KDBN,small_airport,W H 'Bud' Barron Airport,32.5644,-82.985298,309.0,,US,US-GA,Dublin,no,KDBN,DBN,DBN,,https://en.wikipedia.org/wiki/W._H._'Bud'_Barron_Airport,Baron Field Dublin Municipal Airport
3482,KDBQ,medium_airport,Dubuque Regional Airport,42.402,-90.709503,1077.0,,US,US-IA,Dubuque,yes,KDBQ,DBQ,DBQ,,https://en.wikipedia.org/wiki/Dubuque_Regional_Airport,
3483,KDCA,large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,15.0,,US,US-DC,Washington,yes,KDCA,DCA,DCA,http://www.flyreagan.com/dca/reagan-national-airport,https://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,WAS
19618,KDCU,small_airport,Pryor Field Regional Airport,34.652698516799994,-86.94539642330001,592.0,,US,US-AL,Decatur,no,KDCU,DCU,DCU,,https://en.wikipedia.org/wiki/Pryor_Field_Regional_Airport,
3484,KDDC,medium_airport,Dodge City Regional Airport,37.76340103149414,-99.9655990600586,2594.0,,US,US-KS,Dodge City,yes,KDDC,DDC,DDC,,https://en.wikipedia.org/wiki/Dodge_City_Regional_Airport,
3485,KDEC,medium_airport,Decatur Airport,39.834598541259766,-88.8656997680664,682.0,,US,US-IL,Decatur,yes,KDEC,DEC,DEC,,https://en.wikipedia.org/wiki/Decatur_Airport,
19622,KDEH,small_airport,Decorah Municipal Airport,43.275501,-91.739403,1158.0,,US,US-IA,Decorah,no,KDEH,DEH,DEH,,https://en.wikipedia.org/wiki/Decorah_Municipal_Airport,
3486,KDEN,large_airport,Denver International Airport,39.861698150635,-104.672996521,5431.0,,US,US-CO,Denver,yes,KDEN,DEN,DEN,http://www.flydenver.com/,https://en.wikipedia.org/wiki/Denver_International_Airport,"DVX, KVDX"
3487,KDET,medium_airport,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,626.0,,US,US-MI,Detroit,no,KDET,DET,DET,,https://en.wikipedia.org/wiki/Coleman_A._Young_International_Airport,
19625,KDFI,small_airport,Defiance Memorial Airport,41.3375015259,-84.4288024902,707.0,,US,US-OH,Defiance,no,KDFI,DFI,DFI,http://www.defiance-county.com/airport/index.html,https://en.wikipedia.org/wiki/Defiance_Memorial_Airport,
3488,KDFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,,US,US-TX,Dallas-Fort Worth,yes,KDFW,DFW,DFW,https://www.dfwairport.com/,https://en.wikipedia.org/wiki/Dallas/Fort_Worth_International_Airport,QDF
19626,KDGL,small_airport,Douglas Municipal Airport,31.3425998688,-109.505996704,4173.0,,US,US-AZ,Douglas,no,KDGL,DGL,DGL,,https://en.wikipedia.org/wiki/Douglas_Municipal_Airport_(Arizona),
19627,KDGW,small_airport,Converse County Airport,42.79719925,-105.3860016,4933.0,,US,US-WY,Douglas,no,KDGW,DGW,DGW,,https://en.wikipedia.org/wiki/Converse_County_Airport,
3489,KDHN,medium_airport,Dothan Regional Airport,31.3213005065918,-85.44960021972656,401.0,,US,US-AL,Dothan,yes,KDHN,DHN,DHN,,https://en.wikipedia.org/wiki/Dothan_Regional_Airport,
19628,KDHT,medium_airport,Dalhart Municipal Airport,36.0225982666,-102.54699707,3991.0,,US,US-TX,Dalhart,no,KDHT,DHT,DHT,,https://en.wikipedia.org/wiki/Dalhart_Municipal_Airport,
19630,KDIK,medium_airport,Dickinson Theodore Roosevelt Regional Airport,46.797533,-102.801905,2592.0,,US,US-ND,Dickinson,yes,KDIK,DIK,DIK,http://dickinsonairport.com/,https://en.wikipedia.org/wiki/Dickinson_Theodore_Roosevelt_Regional_Airport,
19633,KDKK,small_airport,Chautauqua County-Dunkirk Airport,42.49247,-79.273102,693.0,,US,US-NY,Dunkirk,no,KDKK,DKK,DKK,,https://en.wikipedia.org/wiki/Chautauqua_County/Dunkirk_Airport,John J. Nalbone Field
19636,KDLC,small_airport,Dillon County Airport,34.4491004944,-79.368598938,133.0,,US,US-SC,Dillon,no,KDLC,DLL,DLC,,https://en.wikipedia.org/wiki/Dillon_County_Airport,
3490,KDLF,medium_airport,Laughlin Air Force Base,29.359501,-100.778002,1082.0,,US,US-TX,Del Rio,no,KDLF,DLF,DLF,http://www.laughlin.af.mil/,https://en.wikipedia.org/wiki/Laughlin_Air_Force_Base,"Laughlin AFB, Laughlin Field, DLF Airport"
3491,KDLH,medium_airport,Duluth International Airport,46.842098,-92.193604,1428.0,,US,US-MN,Duluth,yes,KDLH,DLH,DLH,http://www.duluthairport.com/,https://en.wikipedia.org/wiki/Duluth_International_Airport,"LKI, Duluth Air National Guard Base, Lakeside AFB"
19638,KDLN,small_airport,Dillon Airport,45.2554016113,-112.553001404,5241.0,,US,US-MT,Dillon,no,KDLN,DLN,DLN,,https://en.wikipedia.org/wiki/Dillon_Airport,
19640,KDLS,medium_airport,Columbia Gorge Regional Airport,45.620979,-121.170777,247.0,,US,US-OR,Dallesport / The Dalles,no,KDLS,DLS,DLS,http://www.columbiagorgeairport.com/,https://en.wikipedia.org/wiki/Columbia_Gorge_Regional_Airport,The Dalles Municipal Airport
3492,KDMA,medium_airport,Davis Monthan Air Force Base,32.1665000916,-110.883003235,2704.0,,US,US-AZ,Tucson,no,KDMA,DMA,DMA,,https://en.wikipedia.org/wiki/Davis-Monthan_Air_Force_Base,
3493,KDMN,medium_airport,Deming Municipal Airport,32.262298584,-107.721000671,4314.0,,US,US-NM,Deming,no,KDMN,DMN,DMN,http://www.cityofdeming.org/deming-community/municipal-airport,https://en.wikipedia.org/wiki/Deming_Municipal_Airport,
19642,KDMO,small_airport,Sedalia Memorial Airport,38.70740127559999,-93.1759033203,909.0,,US,US-MO,Sedalia,no,KDMO,DMO,DMO,http://ci.sedalia.mo.us/content/198/224/default.aspx,https://en.wikipedia.org/wiki/Sedalia_Regional_Airport,
19644,KDNL,medium_airport,Daniel Field,33.4664993286,-82.0393981934,423.0,,US,US-GA,Augusta,no,KDNL,DNL,DNL,http://www.augustaga.gov/index.aspx?NID=486,https://en.wikipedia.org/wiki/Daniel_Field,
19645,KDNN,small_airport,Dalton Municipal Airport,34.72290039,-84.87020111,709.0,,US,US-GA,Dalton,no,KDNN,DNN,DNN,,https://en.wikipedia.org/wiki/Dalton_Municipal_Airport,
19646,KDNS,small_airport,Denison Municipal Airport,41.9864006,-95.38069916,1274.0,,US,US-IA,Denison,no,KDNS,DNS,DNS,http://www.denisonia.com/community/airport.asp,https://en.wikipedia.org/wiki/Denison_Municipal_Airport,
19647,KDNV,small_airport,Vermilion Regional Airport,40.199124,-87.59663,697.0,,US,US-IL,Danville,no,KDNV,DNV,DNV,http://vrairport.com/,https://en.wikipedia.org/wiki/Vermilion_Regional_Airport,Vermilion County Airport
3494,KDOV,medium_airport,Dover Air Force Base,39.129501,-75.466003,24.0,,US,US-DE,Dover,no,KDOV,DOV,DOV,http://www.dover.af.mil/,https://en.wikipedia.org/wiki/Dover_Air_Force_Base,"Municipal Airport - Dover Airdrome, Dover Army Airbase, Dover Army Airfield"
19648,KDPA,medium_airport,Dupage Airport,41.90779877,-88.24859619,759.0,,US,US-IL,Chicago/West Chicago,no,KDPA,DPA,DPA,http://www.dupageairport.com/,https://en.wikipedia.org/wiki/DuPage_Airport,
19649,KDPG,small_airport,Michael AAF (Dugway Proving Ground) Airport,40.197396,-112.935094,4349.0,,US,US-UT,Dugway Proving Ground,no,KDPG,DPG,DPG,,https://en.wikipedia.org/wiki/Michael_Army_Airfield,
19652,KDRA,medium_airport,Desert Rock Airport,36.6194,-116.032997,3314.0,,US,US-NV,Mercury,no,KDRA,DRA,NV65,,https://en.wikipedia.org/wiki/Desert_Rock_Airport,Formerly DRA
3495,KDRI,medium_airport,Beauregard Regional Airport,30.831699,-93.339897,202.0,,US,US-LA,DeRidder,no,KDRI,DRI,DRI,,https://en.wikipedia.org/wiki/Beauregard_Regional_Airport,"Beauregard Parish, DeRidder Army Air Base"
19653,KDRM,small_airport,Drummond Island Airport,46.0093002319,-83.74389648440001,668.0,,US,US-MI,Drummond Island,no,KDRM,DRE,DRM,,https://en.wikipedia.org/wiki/Drummond_Island_Airport,
19654,KDRO,medium_airport,Durango La Plata County Airport,37.151501,-107.753998,6685.0,,US,US-CO,Durango,yes,KDRO,DRO,DRO,http://www.durangogov.org/airport/index.cfm,https://en.wikipedia.org/wiki/Durango-La_Plata_County_Airport,
19655,KDRT,medium_airport,Del Rio International Airport,29.3742008209,-100.927001953,1002.0,,US,US-TX,Del Rio,no,KDRT,DRT,DRT,http://www.cityofdelrio.com/index.aspx?NID=412,https://en.wikipedia.org/wiki/Del_Rio_International_Airport,
3496,KDSM,medium_airport,Des Moines International Airport,41.534,-93.663101,958.0,,US,US-IA,Des Moines,yes,KDSM,DSM,DSM,,https://en.wikipedia.org/wiki/Des_Moines_International_Airport,
19656,KDSV,small_airport,Dansville Municipal Airport,42.570545,-77.713273,662.0,,US,US-NY,Dansville,no,KDSV,DSV,DSV,https://dansvillelibrary.org/community/dansville-airport/,https://en.wikipedia.org/wiki/Dansville_Municipal_Airport,
19657,KDTA,small_airport,Delta Municipal Airport,39.3805999756,-112.508003235,4759.0,,US,US-UT,Delta,no,KDTA,DTA,DTA,,https://en.wikipedia.org/wiki/Delta_Municipal_Airport,
19658,KDTL,small_airport,Detroit Lakes Airport,46.824301,-95.883322,1397.0,,US,US-MN,Detroit Lakes,no,KDTL,DTL,DTL,http://www.detroitlakesaviation.com/index.php?mod=homepage&Page=1,https://en.wikipedia.org/wiki/Detroit_Lakes_Airport,"Becker County, Wething Field"
19659,KDTN,small_airport,Shreveport Downtown Airport,32.5401992798,-93.7450027466,179.0,,US,US-LA,Shreveport,no,KDTN,DTN,DTN,http://www.shreveportla.gov/airport/dtnairport.htm,https://en.wikipedia.org/wiki/Shreveport_Downtown_Airport,
19661,KDTS,medium_airport,Destin Executive Airport,30.400101,-86.471497,23.0,,US,US-FL,Destin,yes,KDTS,DSI,DTS,http://www.flydts.com/,https://en.wikipedia.org/wiki/Destin-Fort_Walton_Beach_Airport,"81J, Destin-Fort Walton Beach Airport"
3497,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,645.0,,US,US-MI,Detroit,yes,KDTW,DTW,DTW,http://www.metroairport.com/,https://en.wikipedia.org/wiki/Detroit_Metropolitan_Wayne_County_Airport,"DTT, Detroit Metro Airport"
19662,KDUA,medium_airport,Durant Regional Airport - Eaker Field,33.939675,-96.395072,699.0,,US,US-OK,Durant,no,KDUA,DUA,DUA,https://www.durant.org/151/Airport,https://en.wikipedia.org/wiki/Durant_Regional_Airport_%E2%80%93_Eaker_Field,
19663,KDUC,small_airport,Halliburton Field,34.47090149,-97.9598999,1114.0,,US,US-OK,Duncan,no,KDUC,DUC,DUC,,https://en.wikipedia.org/wiki/Halliburton_Field_(airport),
19664,KDUG,medium_airport,Bisbee Douglas International Airport,31.4689998627,-109.603996277,4154.0,,US,US-AZ,Douglas Bisbee,no,KDUG,DUG,DUG,http://www.azdot.gov/mpd/airport_development/airports/airports_list.asp?FAA=DUG,https://en.wikipedia.org/wiki/Bisbee-Douglas_International_Airport,
3498,KDUJ,medium_airport,DuBois Regional Airport,41.17829895,-78.8986969,1817.0,,US,US-PA,Dubois,yes,KDUJ,DUJ,DUJ,,https://en.wikipedia.org/wiki/DuBois_Regional_Airport,DuBois Jefferson County
19668,KDVL,medium_airport,Devils Lake Regional Airport,48.115454,-98.908796,1456.0,,US,US-ND,Devils Lake,yes,KDVL,DVL,DVL,http://www.devilslakeairport.com/,https://en.wikipedia.org/wiki/Devils_Lake_Regional_Airport,
19669,KDVN,small_airport,Davenport Municipal Airport,41.610432,-90.589693,751.0,,US,US-IA,Davenport,no,KDVN,DVN,DVN,http://www.cityofdavenportiowa.com/department/?fDD=47-0,https://en.wikipedia.org/wiki/Davenport_Municipal_Airport_(Iowa),
19670,KDVO,small_airport,Marin County Airport - Gnoss Field,38.143600463867,-122.55599975586,2.0,,US,US-CA,Novato,no,KDVO,NOT,DVO,http://www.marincounty.org/depts/pw/divisions/airport,https://en.wikipedia.org/wiki/Marin_County_Airport,O56
19671,KDVP,small_airport,Slayton Municipal Airport,43.986801,-95.7826,1623.0,,US,US-MN,Slayton,no,KDVP,NSL,DVP,http://www.slayton.govoffice.com/index.asp?SEC=5E59296F-B088-43BB-80E9-EC7A9653571B&Type=B_BASIC,,60Y
19672,KDVT,small_airport,Phoenix Deer Valley Airport,33.6883010864,-112.083000183,1478.0,,US,US-AZ,Phoenix,no,KDVT,DVT,DVT,http://deervalleyairport.com/,https://en.wikipedia.org/wiki/Phoenix_Deer_Valley_Airport,
19673,KDWH,small_airport,David Wayne Hooks Memorial Airport,30.0618000031,-95.5528030396,152.0,,US,US-TX,Houston,no,KDWH,DWH,DWH,http://www.hooksairport.com/,https://en.wikipedia.org/wiki/David_Wayne_Hooks_Memorial_Airport,
19676,KDXR,medium_airport,Danbury Municipal Airport,41.371656,-73.482227,458.0,,US,US-CT,Danbury,no,KDXR,DXR,DXR,,https://en.wikipedia.org/wiki/Danbury_Municipal_Airport,
19679,KDYL,small_airport,Doylestown Airport,40.3330001831,-75.1222991943,394.0,,US,US-PA,Doylestown,no,KDYL,DYL,DYL,http://www.doylestownairport.com/,https://en.wikipedia.org/wiki/Doylestown_Airport,N88
3499,KDYS,medium_airport,Dyess Air Force Base,32.420799,-99.854599,1789.0,,US,US-TX,Abilene,no,KDYS,DYS,DYS,http://www.dyess.af.mil/,https://en.wikipedia.org/wiki/Dyess_Air_Force_Base,
19682,KE01,small_airport,Roy Hurd Memorial Airport,31.582500457764,-102.90899658203,2615.0,,US,US-TX,Monahans,no,E01,MIF,E01,http://www.cityofmonahans.org/index.asp?SEC=63860F5B-0F7B-4986-B494-851041B4C76D&Type=B_BASIC,,
19686,KE13,small_airport,Crane County Airport,31.4151000977,-102.362998962,2552.0,,US,US-TX,Crane,no,E13,CCG,E13,,,
19687,KE14,small_airport,Ohkay Owingeh Airport,36.026133,-106.045443,5790.0,,US,US-NM,Espanola,no,E14,ESO,E14,,https://en.wikipedia.org/wiki/Ohkay_Owingeh_Airport,"Q14, Española"
19690,KE24,small_airport,Whiteriver Airport,33.810175,-109.986555,5153.0,,US,US-AZ,Whiteriver,no,,WTR,E24,,https://en.wikipedia.org/wiki/Whiteriver_Airport,
19696,KE38,small_airport,Alpine Casparis Municipal Airport,30.384199,-103.683998,4515.0,,US,US-TX,Alpine,no,KE38,ALE,E38,http://www.ci.alpine.tx.us/airport.shtml,https://en.wikipedia.org/wiki/Alpine-Casparis_Municipal_Airport,
19701,KE51,small_airport,Bagdad Airport,34.592796,-113.171993,4183.0,,US,US-AZ,Bagdad,no,,BGT,E51,,https://en.wikipedia.org/wiki/Bagdad_Airport,
19715,KEAN,small_airport,Phifer Airfield,42.0555,-104.929001,4776.0,,US,US-WY,Wheatland,no,KEAN,EAN,EAN,,,
19716,KEAR,medium_airport,Kearney Regional Airport,40.727001,-99.006798,2131.0,,US,US-NE,Kearney,yes,KEAR,EAR,EAR,,https://en.wikipedia.org/wiki/Kearney_Municipal_Airport,
19717,KEAT,medium_airport,Pangborn Memorial Airport,47.398899,-120.207001,1249.0,,US,US-WA,Wenatchee,yes,KEAT,EAT,EAT,http://www.pangbornairport.com/,https://en.wikipedia.org/wiki/Pangborn_Memorial_Airport,
3501,KEAU,medium_airport,Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605467,913.0,,US,US-WI,Eau Claire,yes,KEAU,EAU,EAU,,https://en.wikipedia.org/wiki/Chippewa_Valley_Regional_Airport,
19718,KEB,small_airport,Nanwalek Airport,59.3521,-151.925003,27.0,,US,US-AK,Nanwalek,yes,KEB,KEB,KEB,,https://en.wikipedia.org/wiki/English_Bay_Airport,English Bay
19720,KEBS,small_airport,Webster City Municipal Airport,42.436848,-93.869905,1122.0,,US,US-IA,Webster City,no,KEBS,EBS,EBS,,https://en.wikipedia.org/wiki/Webster_City_Municipal_Airport,
3502,KECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,11.0,,US,US-NC,Elizabeth City,no,KECG,ECG,ECG,http://www.ecgairport.com/,https://en.wikipedia.org/wiki/Elizabeth_City_Regional_Airport,
46530,KECP,medium_airport,Northwest Florida Beaches International Airport,30.357106,-85.795414,69.0,,US,US-FL,Panama City Beach,yes,KECP,ECP,ECP,http://iflybeaches.com,https://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport,Northwest Florida Beaches International Airport
19721,KECS,small_airport,Mondell Field,43.88379,-104.314156,4174.0,,US,US-WY,Newcastle,no,KECS,ECS,ECS,,,
19723,KEDE,small_airport,Northeastern Regional Airport,36.027698516799994,-76.56710052490001,20.0,,US,US-NC,Edenton,no,KEDE,EDE,EDE,,https://en.wikipedia.org/wiki/Northeastern_Regional_Airport,"MCAS Edenton, NAAS Edenton"
